5990,Normal,false
5989,Normal,false
5991,Normal,false
1,endMissing,false
12522,Normal,false
12834,Normal,false
2,Normal,false
5992,Normal,true
5994,Normal,false
17811,Normal,false
18148,Normal,false
5993,Normal,false
17812,Normal,false
12523,Normal,false
5997,Normal,true
16681,Normal,false
16680,Normal,false
5996,Normal,false
16682,Normal,false
5995,Normal,false
5998,Normal,false
6001,Normal,false
6000,Normal,false
5999,Normal,false
6002,Normal,false
6003,Normal,false
6004,Normal,false
6005,Normal,false
6007,Normal,false
6010,Normal,false
6006,Normal,false
6009,Normal,false
6012,Normal,false
6008,Normal,false
6011,Normal,false
6013,Normal,false
6015,Normal,false
6014,Normal,false
6019,Normal,false
6018,Normal,false
6017,Normal,false
6016,Normal,false
6024,Normal,false
6021,Normal,false
6022,Normal,false
6023,Normal,false
6020,Normal,false
6026,Normal,false
6025,Normal,false
6030,Normal,false
6031,Normal,false
6027,Normal,false
6033,Normal,false
6032,Normal,false
6028,Normal,false
6029,Normal,false
6035,Normal,false
6034,Normal,false
6036,Normal,false
6038,Normal,false
6039,Normal,false
6037,Normal,false
6040,Normal,false
6041,Normal,false
6043,Normal,false
6045,Normal,false
6046,Normal,false
6044,Normal,false
6047,Normal,false
6042,Normal,false
6048,Normal,false
6049,Normal,false
6051,Normal,false
6052,Normal,false
6053,Normal,false
6054,Normal,false
6050,Normal,false
6055,Normal,false
6061,Normal,false
6060,Normal,false
6057,Normal,false
6056,Normal,false
6058,Normal,false
6059,Normal,false
6062,Normal,false
6064,Normal,false
6063,Normal,false
6067,Normal,false
6065,Normal,false
6066,Normal,false
6068,Normal,false
6070,Normal,false
6069,Normal,false
6075,Normal,false
6073,Normal,false
6074,Normal,false
6071,Normal,false
6072,Normal,false
6076,Normal,false
6077,Normal,false
6080,Normal,false
6079,Normal,false
6078,Normal,false
6081,Normal,false
6082,Normal,false
6083,Normal,false
6085,Normal,false
6084,Normal,false
6086,Normal,false
6088,Normal,false
6087,Normal,false
6089,Normal,false
6092,Normal,false
6091,Normal,false
6090,Normal,false
6093,Normal,false
6094,Normal,false
12072,Normal,false
13303,Normal,false
13733,Normal,false
13928,Normal,false
14837,Normal,false
16067,Normal,false
17262,Normal,false
14449,Normal,false
14739,Normal,false
6096,Normal,false
6095,Normal,false
11962,Normal,false
10250,Normal,false
12005,Normal,false
6098,Normal,false
11816,Normal,false
14454,Normal,false
14086,Normal,false
12473,Normal,false
13936,Normal,false
14706,Normal,false
15086,Normal,false
14700,Normal,false
16216,Normal,false
16374,Normal,false
16396,Normal,false
16584,Normal,false
16994,Normal,false
16486,Normal,false
18261,Normal,false
6100,Normal,false
6099,Normal,false
6101,Normal,false
10096,Normal,false
6102,Normal,false
18278,Normal,false
14699,Normal,false
6104,Normal,false
16375,Normal,false
14687,Normal,false
6105,Normal,false
6103,Normal,false
6106,Normal,false
6107,Normal,false
6108,Normal,false
14958,Normal,false
14495,Normal,false
18279,Normal,false
18006,Normal,false
14686,Normal,false
17767,Normal,false
6111,Normal,false
6109,Normal,false
16559,Normal,false
9615,Normal,false
13824,Normal,false
9614,Normal,false
6110,Normal,false
6112,Normal,false
9616,Normal,false
16683,Normal,false
6113,Normal,false
16684,Normal,false
18088,Normal,false
13825,Normal,false
9617,Normal,false
9618,Normal,false
6114,Normal,false
6118,Normal,false
6116,Normal,false
6115,Normal,false
6117,Normal,false
16685,Normal,false
11537,Normal,false
6119,Normal,false
6121,Normal,false
11538,Normal,false
6120,Normal,false
11539,Normal,false
6122,Normal,false
11541,Normal,false
11540,Normal,false
11542,Normal,false
11567,Normal,false
6124,Normal,false
6123,Normal,false
11544,Normal,false
6125,Normal,false
6126,Normal,false
16686,Normal,false
11546,Normal,false
11545,Normal,false
6127,Normal,false
6128,Normal,false
11547,Normal,false
11549,Normal,false
6129,Normal,false
6130,Normal,false
6131,Normal,false
11548,Normal,false
6133,Normal,false
16687,Normal,false
11550,Normal,false
9619,Normal,false
13826,Normal,false
11551,Normal,false
6132,Normal,false
6135,Normal,false
9620,Normal,false
16946,Normal,false
9621,Normal,false
6134,Normal,false
6136,Normal,false
9622,Normal,false
9625,Normal,false
9624,Normal,false
9623,Normal,false
6138,Normal,false
16947,Normal,false
6139,Normal,false
6137,Normal,false
6141,Normal,false
9628,Normal,false
6140,Normal,false
9626,Normal,false
9629,Normal,false
9627,Normal,false
6142,Normal,false
6143,Normal,false
9631,Normal,false
9630,Normal,false
6144,Normal,false
6145,Normal,false
9632,Normal,false
6146,Normal,false
9637,Normal,true
9638,Normal,true
6147,Normal,true
9639,Normal,true
9633,Normal,false
9635,Normal,true
9636,Normal,true
9640,Normal,true
9641,Normal,true
9643,Normal,true
9642,Normal,true
9645,Normal,true
9644,Normal,false
6157,Normal,false
9648,Normal,true
9649,Normal,false
9646,Normal,false
9647,Normal,false
6159,Normal,false
6160,Normal,false
6162,Normal,false
9650,Normal,false
6164,Normal,false
6163,Normal,false
9651,Normal,false
6165,Normal,false
16948,Normal,false
9652,Normal,false
6166,Normal,false
9655,Normal,false
9654,Normal,false
9653,Normal,false
6167,Normal,false
6168,Normal,false
16949,Normal,false
6169,Normal,false
6170,Normal,false
9657,Normal,false
6171,Normal,false
9656,Normal,false
9658,Normal,false
16950,Normal,false
9660,Normal,false
6173,Normal,false
9659,Normal,true
9661,Normal,false
6174,Normal,false
6175,Normal,false
6176,Normal,false
9663,Normal,false
9662,Normal,false
6177,Normal,false
6178,Normal,false
9664,Normal,false
9695,Normal,false
6179,Normal,false
6180,Normal,false
9696,Normal,false
6181,Normal,false
6182,Normal,false
18089,Normal,false
13827,Normal,false
9665,Normal,false
13828,Normal,false
9666,Normal,false
6183,Normal,false
18090,Normal,false
13830,Normal,false
13829,Normal,false
6184,Normal,false
13831,Normal,false
9667,Normal,false
18091,Normal,false
6185,Normal,false
6186,Normal,false
18092,Normal,false
13832,Normal,false
11552,Normal,true
6187,Normal,true
6188,Normal,true
18093,Normal,false
6189,Normal,false
13833,Normal,false
18094,Normal,false
6190,Normal,true
6192,Normal,true
6191,Normal,true
6193,Normal,true
6194,Normal,true
9669,Normal,true
9668,Normal,true
6196,Normal,true
9670,Normal,true
6195,Normal,true
9671,Normal,false
18095,Normal,false
13834,Normal,false
6197,Normal,false
6198,Normal,true
9672,Normal,true
6199,Normal,true
13835,Normal,false
9673,Normal,true
18096,Normal,false
6200,Normal,true
9674,Normal,true
6201,Normal,true
6203,Normal,true
